,CDSCode,School,Zip,EILCode,Virtual,Latitude,Longitude,LastUpDate,Address,Zipcode
729,37737910105684,San Elijo Middle,92078-1079,INTMIDJR,N,33.09882,-117.19736,2020-08-13,"1600 Schoolhouse Way,San Marcos,CA,92078",92078
730,37737910105726,Mission Hills High,92069-1965,HS,N,33.147163,-117.14694,2020-08-13,"1 Mission Hills Court,San Marcos,CA,92069",92069
731,37737910111468,San Elijo Elementary,92078-1080,ELEM,N,33.1,-117.1953,2020-08-13,"1615 Schoolhouse Way,San Marcos,CA,92078",92078
732,37737910116467,Joli Ann Leichtag Elementary,92081-8113,ELEM,N,33.155513,-117.21079,2020-08-13,"653 Poinsettia Avenue,Vista,CA,92081",92081
733,37737910131433,Double Peak,92078-2051,ELEM,N,33.106382,-117.16582,2020-08-13,"111 San Elijo Road,San Marcos,CA,92078",92078
734,37737910138222,Pivot Charter School - San Diego II,92078-5291,ELEMHIGH,V,33.124043,-117.20913,2020-08-13,"1030 La Bonita Drive Suite 100,San Marcos,CA,92078",92078
735,37737913730215,Twin Oaks High,92069-9702,HS,N,33.179778,-117.1591,2020-08-13,"158 Cassou Road,San Marcos,CA,92069",92069
736,37737913730793,Foothills High,92069-9702,HS,N,33.180651,-117.15868,2020-08-13,"158 Cassou Road,San Marcos,CA,92069",92069
737,37737913730918,San Marcos Adult,92069-9702,HS,N,33.178187,-117.15659,2020-08-13,"158 Cassou Road,San Marcos,CA,92069",92069
738,37737913737632,San Marcos High,92078-4020,HS,N,33.131215,-117.20543,2020-08-13,"1615 San Marcos Boulevard,San Marcos,CA,92078",92078
739,37737916039069,La Mirada Academy,92078-2312,ELEM,N,33.143808,-117.20381,2019-02-13,"3697 La Mirada Drive,San Marcos,CA,92078",92078
740,37737916039077,Richland Elementary,92069-2199,ELEM,N,33.154751,-117.14016,2020-08-13,"910 Borden Road,San Marcos,CA,92069",92069
741,37737916039085,San Marcos Elementary,92069-2703,ELEM,N,33.14128,-117.16829,2020-08-13,"1 Tiger Way,San Marcos,CA,92069",92069
742,37737916039093,San Marcos Middle,92069-1555,INTMIDJR,N,33.145673,-117.1749,2020-08-13,"650 West Mission Road,San Marcos,CA,92069",92069
743,37737916095061,Woodland Park Middle,92069-3220,INTMIDJR,N,33.147436,-117.12958,2020-08-13,"1270 Rock Springs Road,San Marcos,CA,92069",92069
744,37737916105993,La Costa Meadows Elementary,92009-5923,ELEM,N,33.104542,-117.23995,2020-08-13,"6889 El Fuerte Street,Carlsbad,CA,92009",92009
745,37737916107148,Knob Hill Elementary,92069-3301,ELEM,N,33.139633,-117.11971,2020-08-13,"1825 Knob Hill Road,San Marcos,CA,92069",92069
746,37737916108872,Paloma Elementary,92069-7323,ELEM,N,33.159796,-117.18482,2020-08-13,"660 Camino Magnifico,San Marcos,CA,92069",92069
747,37737916114169,Discovery Elementary,92078-4969,ELEM,N,33.129296,-117.1905,2020-08-13,"730 Applewilde Drive,San Marcos,CA,92078",92078
748,37737916115349,Twin Oaks Elementary,92069-9831,ELEM,N,33.178528,-117.15544,2020-08-13,"1 Cassou Road,San Marcos,CA,92069",92069
749,37737916116206,Carrillo Elementary,92009-3041,ELEM,N,33.119466,-117.2419,2020-08-13,"2875 Poinsettia Lane,Carlsbad,CA,92009",92009
750,37745263790029,San Diego County ROP,92111-7319,UG,,32.771468,-117.1793,2015-03-24,"6401 Linda Vista Road, Room 408,San Diego,CA,92111",92111
751,37754160122796,All Tribes Elementary Charter,92082-6046,ELEM,N,33.277583,-116.95371,2019-02-13,"34320 Valley Center Road, Suite B,Valley Center,CA,92082",92082
752,37754160132472,California Pacific Charter - San Diego,92660-2221,ELEMHIGH,F,33.666,-117.86982,2020-05-15,"4101 Birch Street Suite 150,Newport Beach,CA,92660",92660
753,37754160138651,San Diego Mission Academy,92123-1305,ELEMHIGH,F,32.835904,-117.12397,2020-08-13,"9512 Chesapeake Drive Suite 402,San Diego,CA,92123",92123
754,37754160139378,Sage Oak Charter School - South,92373-3913,ELEMHIGH,V,34.038346,-117.15383,2020-08-13,"1473 Ford Street Suite #105,Redlands,CA,92373",92373
755,37754160139386,Excel Academy Charter,92618-2339,ELEMHIGH,V,33.647447,-117.73468,2020-05-21,"1 Technology Drive Building I, Suite 811,Irvine,CA,92618",92618
756,37754160139451,Pathways Academy Charter - Adult Education,92069-2986,HS,F,33.141522,-117.16245,2019-11-04,"100 East San Marcos Boulevard Suite 350,San Marcos,CA,92069",92069
757,37754163730975,Warner Junior/Senior High,92086,HS,N,33.292294,-116.68489,2020-08-13,"30951 Highway 79,Warner Springs,CA,92086",92086
758,37754163731015,San Jose Valley Continuation High,92086,HS,N,33.292294,-116.68489,2017-05-26,"30951 Highway 79,Warner Springs,CA,92086",92086
759,37754166040661,Warner Elementary,92086-0008,ELEM,N,33.346655,-116.73027,2020-08-13,"30951 Highway 79,Warner Springs,CA,92086",92086
760,37754166119275,All Tribes Charter,92082-6046,ELEMHIGH,N,33.277583,-116.95371,2019-02-13,"34320 Valley Center Road,Valley Center,CA,92082",92082
761,37756140100511,Lilac,92082-3318,ELEM,N,33.256624,-117.06917,2019-08-21,"30109 Lilac Road,Valley Center,CA,92082",92082
762,37756143731114,Valley Center High,92082-3867,HS,N,33.279829,-117.02379,2020-08-13,"31322 Cole Grade Road,Valley Center,CA,92082",92082
763,37756143731312,Oak Glen High,92082-4123,HS,N,33.282007,-117.02401,2020-08-13,"14172 West Oak Glen Road,Valley Center,CA,92082",92082
764,37756143731338,Valley Center-Pauma Adult,92082,HS,N,33.28002,-117.02398,2018-07-12,"31322 Cole Grade Road,Valley Center,CA,92082",92082
765,37756143731601,Valley Center Prep,92082,ELEMHIGH,N,33.236018,-117.02144,2020-08-13,"28751-U Cole Grade Road,Valley Center,CA,92082",92082
766,37756146038962,Pauma Elementary,92061-9578,ELEM,N,33.315897,-116.99873,2019-08-21,"33158 Cole Grade Road,Pauma Valley,CA,92061",92061
767,37756146093272,Valley Center Middle,92082-6740,INTMIDJR,N,33.224381,-116.97567,2019-08-21,"28102 North Lake Wohlford Road,Valley Center,CA,92082",92082
768,37756146106124,Valley Center Primary,92082-5907,ELEM,N,33.239526,-117.02157,2019-08-21,"14249 Fruitvale Road,Valley Center,CA,92082",92082
769,37756146112494,Valley Center Elementary,92082-6575,ELEM,N,33.234769,-117.02397,2019-08-21,"28751 Cole Grade Road,Valley Center,CA,92082",92082
770,37764710114678,High Tech High Chula Vista,91915-2037,HS,N,32.62223,-116.95962,2020-08-31,"1945 Discovery Falls Drive,Chula Vista,CA,91915",91915
771,37764710114694,High Tech High North County,92078-4017,HS,N,33.131486,-117.20153,2020-08-13,"1420 San Marcos Boulevard,San Marcos,CA,92078",92078
772,37764710119271,High Tech Middle North County,92078-4017,INTMIDJR,N,33.131433,-117.20232,2020-08-13,"1460 West San Marcos Boulevard,San Marcos,CA,92078",92078
773,37764710123042,High Tech Middle Chula Vista,91915-2037,INTMIDJR,N,32.619241,-116.95858,2020-08-13,"1949 Discovery Falls Drive,Chula Vista,CA,91915",91915
774,37764710123059,High Tech Elementary Chula Vista,91915-2037,ELEM,N,32.619241,-116.95858,2020-08-13,"1949 Discovery Falls Drive,Chula Vista,CA,91915",91915
775,37764710127605,High Tech Elementary North County,92078-4017,ELEM,N,33.131439,-117.20377,2020-08-13,"1480 West San Marcos Boulevard,San Marcos,CA,92078",92078
776,37764710137067,High Tech High Mesa,92111-2622,HS,N,32.815661,-117.18079,2020-08-13,"5331 Mount Alifan,San Diego,CA,92111",92111
777,37764710138768,High Tech Middle Mesa,92111-2622,INTMIDJR,N,32.815661,-117.18079,2020-08-13,"5331 Mount Alifan Drive Building 400,San Diego,CA,92111",92111
778,37764710138776,High Tech Elementary Mesa,92111-2622,ELEM,N,32.815661,-117.18079,2020-08-13,"5331 Mount Alifan Drive Building 200,San Diego,CA,92111",92111
779,37768510110122,Bonsall West Elementary,92057-2704,ELEM,N,33.263619,-117.29384,2020-08-13,"5050 El Mirlo Drive,Oceanside,CA,92057",92057
780,37768510129320,Bonsall High,92003-4316,HS,N,33.296238,-117.17648,2020-08-13,"7350 West Lilac Road,Bonsall,CA,92003",92003
781,37768516037543,Bonsall Elementary,92003-5112,ELEM,N,33.287143,-117.22078,2020-08-13,"31555 Old River Road,Bonsall,CA,92003",92003
782,37768516108567,Norman L. Sullivan Middle,92003-5112,INTMIDJR,N,33.296116,-117.17507,2020-08-13,"7350 West Lilac Road,Bonsall,CA,92003",92003
783,37768516113468,Vivian Banks Charter,92059,ELEM,N,33.365115,-117.07171,2020-08-13,"11800 Pala Mission Road,Pala,CA,92059",92059
784,37770320134577,Audeo Charter II,92056-4605,ELEMHIGH,N,33.180779,-117.29137,2020-08-13,"3821 Plaza Drive, Suite 402,Oceanside,CA,92056",92056
785,37770990136077,Grossmont Secondary,92020-2510,HS,N,32.806734,-116.96305,2020-08-13,"111 Fletcher Parkway,El Cajon,CA,92020",92020
786,37771070136473,Sweetwater Secondary,91910-3200,HS,N,32.648779,-117.05338,2020-08-13,"3252 Bonita Road,Chula Vista,CA,91910",91910
787,37771560137323,Vista Springs Charter,92084-3804,ELEMHIGH,N,33.220678,-117.23443,2019-03-27,"700 East Bobier Avenue,Vista,CA,92084",92084
788,37771640137356,College Preparatory Middle,91977-1928,INTMIDJR,N,32.745829,-116.9713,2020-08-13,"10269 Madrid Way,Spring Valley,CA,91977",91977
789,37771720138099,Baypoint Preparatory Academy - San Diego,92078-3811,ELEM,N,33.138648,-117.15028,2020-08-13,"520 E. Carmel Street,San Marcos,CA,92078",92078
